title,price,status,brand,shortDescription,processorBrand,processorModel,displaySize,ram,ramType,storageCapacity
"Acer Aspire 3 A315-59-56VC Core i5 12th Gen 15.6"" FHD Laptop",To be announced,Up Coming,Acer,"['MPN: UN.K6TSI.023', 'Model: Aspire 3 A315-59-56VC', 'Processor: Intel Core i5-1235U 12th Gen (12M Cache, Up to 4.40 GHz)', 'RAM: 8GB DDR4, Storage: 512GB SSD', 'Display: 15.6"" FHD (1920x1080) IPS', 'Features: Stereo Speakers, Built-In Microphones']",Intel,Core i5 1235U,15.6 Inch,8GB,DDR4,512 GB
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 7 5700U 15.6"" FHD Laptop with Wi-Fi 6",To be announced,Up Coming,Lenovo,"['MPN: 82KU024GIN', 'Model: IdeaPad 3 15ALC6', 'Processor: AMD Ryzen 7 5700U (8MB L3 cache, 1.8GHz Up to 4.3GHz)', 'RAM: 16GB 3200MHZ RAM, SSD: 512GB', 'Display: 15.6"" FHD (1920x1080) IPS', 'Features: Backlit Keyboard, Type-C']",AMD,Ryzen 7 5700U,"15.6""",16GB (8GB Onboard),DDR4,512GB
"Lenovo IdeaPad Slim 5i Pro Core i5 11th Gen 14"" 2.2K Laptop",To be announced,Up Coming,Lenovo,"['MPN: 82L300GHIN', 'Model: IdeaPad Slim 5i Pro', 'Processor: Intel Core i5-1135G7 (8MB Cache, 2.40 GHz up to 4.20 GHz)', 'RAM: 16GB, Storage: 512GB SSD', 'Display: 14"" 2.2K (2240x1400) IPS Anti-glare', 'Features: Backlit Keyboard, Dolby Audio, Type-C']",Intel,Core i5-1135G7,14 Inch,1 x 16GB Non-Removable,DDR4,512GB
"Dell Inspiron 14 7420 2 in 1 Intel Core i7 12th Gen MX550 2GB Graphics 14"" 360° FHD Touch Laptop",To be announced,Up Coming,Dell,"['MPN: ANTN514ADL23015049B', 'Model: Inspiron 14 7420 2 in 1', 'Processor: Intel Core i7-1255U (12 MB cache, up to 4.70 GHz)', 'RAM: 16GB DDR4 3200MHz, Storage: 512GB NVMe SSD', 'Graphics: NVIDIA GeForce MX550 2GB GDDR6', 'Features: Touch, Fingerprint']",Intel,Core i7-1255U,14 Inch,16GB,DDR4,512GB
"Lenovo Legion 5i Pro Core i7 11th Gen RTX 3070 8GB Graphics 16"" 2.5K 165Hz Gaming Laptop",To be announced,Up Coming,Lenovo,"['MPN: 82JD00BAIN', 'Model: Legion 5 Pro', 'Processor: Intel Core i7-11800H (24M Cache, 2.30 GHz up to 4.60 GHz)', 'RAM: 16GB DDR4, Storage: 1TB SSD', 'Graphics: GeForce RTX 3070 8GB', 'Features: Backlit Keyboard, Type-C, 165Hz Display']",Intel,Core i7-11800H,16 inch,8GB x 8GB = 16GB (2 x 8GB Removable),DDR4,1TB
Apple MacBook Pro 14-Inch M1 Pro Chip 32GB RAM 512GB SSD (Z15G001WA) Space Gray Late 2021,To be announced,Up Coming,Apple,"['MPN: Z15G001WA', 'Model: MacBook Pro 14', 'Processor: Apple M1 Pro Chip (8-core CPU, 14-core GPU, 200GB/s)', 'RAM: 32GB, SSD: 512GB', 'Display: 14"" (3024 x 1964) Liquid Retina XDR', 'Features: Touch ID, 1080p FaceTime HD Camera']",Apple,M1 Pro Chip,14.2-inch,32GB,DDR4,512GB
"MSI GF63 THIN 11UC Core i7 11th Gen RTX 3050 Max-Q 4GB Graphics 15.6"" FHD Gaming Laptop",To be announced,Out Of Stock,MSI,"['Model: GF63 THIN 11UC', 'Processor: Intel Core i7-11800H (24M Cache, 2.30 GHz up to 4.60 GHz)', 'RAM: 8GB DDR4 3200MHz Storage: 256GB SSD', 'Graphics: NVIDIA RTX 3050 Max-Q 4GB', 'Features: Type-C, Red keyboard']",Intel,Core i7-11800H,15.6 Inch,8GB,DDR4,256GB
"MSI GF63 THIN 11UC i7 11th Gen 256GB SSD, 1TB HDD RTX 3050 Max-Q 4GB Graphics 15.6"" FHD Gaming Laptop",To be announced,Out Of Stock,MSI,"['Model: GF63 THIN 11UC', 'Processor: Intel Core i7-11800H (24M Cache, 2.30 GHz up to 4.60 GHz)', 'RAM: 8GB DDR4 3200MHz Storage: 256GB SSD, 1TB HDD', 'Graphics: NVIDIA RTX 3050 Max-Q 4GB', 'Features: Type-C, Red keyboard']",Intel,Core i7-11800H,15.6 Inch,8GB,DDR4,"256GB SSD
1TB HDD"
"MSI GF63 THIN 11UC Core i5 11th Gen 256GB SSD, 1TB HDD RTX 3050 Max-Q 4GB Graphics 15.6"" FHD Gaming Laptop",To be announced,Out Of Stock,MSI,"['Model: GF63 THIN 11UC', 'Processor: Intel Core i5-11400H (12M Cache, 2.70 GHz up to 4.50 GHz)', 'RAM: 8GB DDR4 3200MHz Storage: 256GB SSD, 1TB HDD', 'Graphics: NVIDIA RTX 3050 Max-Q 4GB', 'Features: Type-C, Webcam']",Intel,Core i5-11400H,15.6 Inch,8GB,DDR4,"256GB SSD
1TB HDD"
"Microsoft Surface Pro 9 Core i7 12th Gen 13"" Multi-Touch Laptop (QLP-00001)",To be announced,Out Of Stock,Microsoft,"['MPN: QLP-00001', 'Model: Surface Pro 9', 'Processor: Intel Core i7-1255U (12M Cache, 3.50 GHz, up to 4.70 GHz)', 'RAM: 32GB LPDDR5, Storage: 1TB SSD', 'Display: 13"" (2880 x 1920) PixelSense Flow MultiTouch', 'Features: Thunderbolt 4, Touch']",Intel,Core i7-1255U,13 Inch,32GB,LPDDR5,1TB
"HP EliteBook 830 G8 Core i7 11th Gen 13.3"" FHD Laptop with 03 Years Warranty",To be announced,Out Of Stock,HP,"['Model: EliteBook 830 G8', 'Processor: Intel Core i7-1185G7 (12M Cache, up to 4.80 GHz)', 'RAM: 16GB DDR4, Storage: 1TB NVMe SSD', 'Display: 13.3"" (1920x1080) FHD', 'Features: Multi-array microphone, Type-C']",Intel,Core i7-1185G7,13.3 Inch,16GB,DDR4,1TB
"Dell Latitude 5440 Core i5 13th Gen 14"" FHD Laptop",To be announced,Out Of Stock,Dell,"['Model: Latitude 5440', 'Processor: Intel Core i5-1335U (12M Cache, 3.40 GHz, up to 4.60 GHz)', 'RAM: 8GB DDR4 3200MHz RAM, Storage: 512GB NVMe PCIe Gen3x4 SSD', 'Display: 14"" FHD (1920x1080)', 'Features: USB Type-C, M.2']",Intel,Core i5-1335U,14 Inch,8GB,DDR4,512GB
"Dell Latitude 5440 Core i7 13th Gen 14"" FHD Laptop",To be announced,Out Of Stock,Dell,"['Model: Latitude 5440', 'Processor: Intel Core i7-1365U (12M Cache, 1.80 GHz, up to 5.20 GHz)', 'RAM: 8GB DDR4 3200MHz RAM, Storage: 512GB NVMe PCIe Gen3x4 SSD', 'Display: 14"" FHD (1920x1080)', 'Features: USB Type-C, M.2']",Intel,Core i7-1365U,14 Inch,8GB,DDR4,512GB
"Toshiba Dynabook Satellite Pro C40-G-109 Celeron 5205U 14"" HD Laptop",To be announced,Out Of Stock,Toshiba,"['MPN: A1PYS26E111T', 'Model: Dynabook Satellite Pro C40-G-109', 'Processor: Intel Celeron 5205U (2M Cache, 1.90 GHz)', 'RAM: 4GB 3200MHz. Storage: 128GB SSD', 'Display: 14"" HD (1,366 x 768)', 'Features: Frameless black tile keyboard, Type-C']",Intel,Celeron 5205U,14 Inch,4GB,DDR4,128GB
"Toshiba Dynabook Satellite Pro C40-G-13F Celeron 5205U 14"" HD Laptop",To be announced,Out Of Stock,Toshiba,"['MPN: A1PYS27E112G', 'Model: Dynabook Satellite Pro C40-G-13F', 'Processor: Intel Celeron 5205U (2M Cache, 1.90 GHz)', 'RAM: 4GB 3200MHz. Storage: 256GB SSD', 'Display: 14"" HD (1,366 x 768)', 'Features: Frameless black tile keyboard, Type-C']",Intel,Celeron 5205U,14 Inch,4GB,DDR4,256GB
"Lenovo IdeaPad Slim 3i Intel Celeron N4020 15.6"" FHD Laptop",To be announced,Out Of Stock,Lenovo,"['MPN: 81WQ00QVIN', 'Model: IdeaPad Slim 3i', 'Processor: Intel Celeron N4020 (4M Cache, 1.10 GHz up to 2.80 GHz)', 'Ram: 4GB DDR4, Storage: 256GB SSD', 'Display: 15.6"" FHD (1920x1080)', 'Features: High Definition Audio, HD 720p Webcam']",Intel,Celeron Processor N4020,15.6 Inch,4GB,DDR4,256GB SSD
"Lenovo IdeaPad Slim 3i 15IGL Intel Celeron N4020 15.6"" HD Laptop",To be announced,Out Of Stock,Lenovo,"['MPN: 81WQ00FAIN', 'Model: IdeaPad Slim 3i', 'Processor: Intel Celeron N4020 (4M Cache, 1.10 GHz up to 2.80 GHz)', 'RAM: 4GB DDR4 2400MHz Storage: 1TB 5400rpm 2.5"" HDD', 'Display: 15.6"" HD (1366 x 768)', 'Features: Stereo speakers, Dolby Audio']",Intel,Celeron N4020,15.6 Inch,1 x 4GB Onboard,Soldered DDR4-2400,1TB
"Lenovo IdeaPad Slim 3i Celeron N4020 14"" FHD Laptop",To be announced,Out Of Stock,Lenovo,"['MPN: 81WH00A0IN', 'Model: IdeaPad Slim 3i', 'Processor: Intel Celeron N4020 (4M Cache, 1.10 GHz up to 2.80 GHz)', 'RAM: 4GB DDR4, Storage: 256GB SSD', 'Display: 15.6"" FHD (1920x1080 )', 'Features: Stereo speakers, Dolby Audio']",Intel,Celeron N4020,"14""",4GB,DDR4,256GB
"Lenovo IdeaPad Slim 1i Intel Celeron N4020 14"" FHD Laptop",To be announced,Out Of Stock,Lenovo,"['MPN: 82V6007SIN', 'Model: IdeaPad SLIM 1i', 'Processor: Intel Celeron N4020 (4M Cache, 1.10 GHz up to 2.80 GHz)', 'RAM: 8GB 3200Mhz, Storage: 256GB SSD', 'Display: 14"" FHD (1920 x 1080)', 'Features: Camera Privecy Shutter, Stereo speakers']",Intel,Celeron Processor N4020,14 Inch,8GB,DDR4,256GB
"Lenovo IdeaPad Slim 1i Intel Celeron N4020 15.6"" FHD Laptop",To be announced,Out Of Stock,Lenovo,"['MPN: 82V700D0IN', 'Model: IdeaPad Slim 1i', 'Processor: Intel Celeron N4020 (4M Cache, 1.10 GHz up to 2.80 GHz)', 'Ram: 8GB DDR4, Storage: 256GB HDD', 'Display: 15.6"" FHD (1920 x 1080)', 'Features: High Definition Audio, HD 720p Webcam']",Intel,Celeron Processor N4020,15.6 Inch,8GB,DDR4,256GB
"Asus Vivobook E210MA Celeron N4020 11.6"" HD Laptop",To be announced,Out Of Stock,Asus,"['MPN: E210MA-GJ534W', 'Model: E210MA', 'Processor: Intel Celeron N4020 (4M Cache, 1.10 GHz up to 2.80 GHz)', 'RAM: 4GB DDR4, Storage: 256GB PCIEG3 SSD', 'Display: 11.6-inch, HD (1366 x 768)', 'Features: Backlit Keyboard, Type-C']",Intel,Celeron Processor N4020,"11.6""",4GB(onboard),DDR4,256GB
"Dell Inspiron 15 3510 Intel Celeron N4020 15.6"" HD Laptop",To be announced,Out Of Stock,Dell,"['MPN: WARLOCKN315GLK2205200', 'Model: Inspiron 15 3510', 'Processor: Intel Celeron N4020 Dual Core (4MB Cache, 1.10 GHz Up To 2.80 GHz)', 'RAM: 4GB DDR4, Storage: 1TB SATA HDD', 'Display: 15.6"" HD (1366 x 768) LED', 'Features: HD camera']",Intel,Celeron N4020,15.6-inch,4GB,DDR4,1TB
"Dell Inspiron 15 3510 Intel Pentium Silver N5030 15.6"" HD Laptop",To be announced,Out Of Stock,Dell,"['MPN: WARLOCKN315GLK22056000', 'Model: Inspiron 15 3510', 'Processor: Intel Pentium Silver N5030 (4MB Cache, 1.10 GHz Up To 3.10 GHz )', 'RAM: 4GB DDR4, Storage: 1TB SATA HDD', 'Display: 15.6"" HD (1366 x 768) LED', 'Features: HD Webcam']",Intel,Pentium Silver N5030,15.6-inch,4GB,DDR4,1TB
"Acer One 14 Z2-493 Ryzen 3 3250U 14"" HD Laptop",To be announced,Out Of Stock,Acer,"['MPN: UN.AA3SI.013', 'Model: One 14 Z2-493', 'Processor: AMD Ryzen 3 3250U (4MB CPU Cache, 2.60GHz up to 3.50GHz)', 'RAM: 4GB-2666 MHz, Storage: 1TB HDD', 'Display: 14"" HD (1366X768)', 'Features: Type-C, Touchpad with Multi-gesture']",AMD,Ryzen 3 3250U,14 Inch,4GB,DDR4,1 TB
"HP 15s-fq3234TU Celeron N4500 15.6"" FHD Laptop",To be announced,Out Of Stock,HP,"['MPN: 5B356PA', 'Model: 15s-fq3234TU', 'Processor: Intel Celeron N4500 (4M Cache, 1.10 GHz up to 2.80 GHz)', 'RAM: 4 GB 2933 MHz, Storage: 256 GB SSD', 'Display: 15.6"" FHD (1920 x 1080)', 'Feature: Dual speakers, Type-C']",Intel,Celeron N4500,15.6 Inch,4 GB (1 x 4 GB),DDR4,256 GB
"HP 15s-fq3617TU Celeron N4500 15.6"" FHD Laptop",To be announced,Out Of Stock,HP,"['MPN: 7K1K6PA', 'Model: 15s-fq3617TU', 'Processor: Intel Celeron N4500 (4M Cache, 1.10 GHz up to 2.80 GHz)', 'RAM: 4GB 2933 MHz, Storage: 256GB SSD', 'Display: 15.6"" FHD (1920 x 1080)', 'Feature: Dual speakers, Type-C']",Intel,Celeron N4500,15.6 Inch,4GB (1 x 4 GB),DDR4,256GB
"Asus Vivobook X515KA Celeron N4500 15.6"" HD Laptop",To be announced,Out Of Stock,Asus,"['MPN: BR104W', 'Model: Vivobook X515KA', 'Processor: Intel Celeron N4500 (4M Cache, 1.10 GHz up to 2.80 GHz)', 'RAM: 4GB DDR4 RAM, Storage: 1TB 5400RPM HDD', 'Display: 15.6"" HD (1366 x 768)', 'Features: Backlit Keyboard, Type-C']",Intel,Celeron N4500 Processor,15.6-inch,4GB,DDR4,1TB
"Dell Vostro 14 3405 Ryzen 3 3250U 14"" FHD Laptop with Windows 10",To be announced,Out Of Stock,Dell,"['MPN: BULLSEYEV14AMD21055501', 'Model: Vostro 14 3405', 'Processor: Ryzen 3 3250U (4MB CPU Cache, 2.60GHz up to 3.50GHz)', 'RAM: 4GB DDR4, Storage: 1TB SATA HDD', 'Display: 14"" FHD (1920x1080) LED', 'Features: Card Reader']",AMD,Ryzen 3 3250U,14 Inch,4GB,DDR4,1TB
"Toshiba Dynabook Satellite Pro C40-G-11I Core i3 10th Gen 14"" HD Laptop",To be announced,Out Of Stock,Toshiba,"['MPN: A1PYS27E112H', 'Model: Dynabook Satellite Pro C40-G-11I', 'Processor: Intel Core i3 10110U (4MB Cache, 2.10Ghz up to 4.10Ghz)', 'RAM: 8GB 3200MHz. Storage: 256GB SSD', 'Display: 14"" HD (1,366 x 768)', 'Features: Type-C']",Intel,Core i3 10110U,14 Inch,8GB,DDR4,256GB
"Acer Extensa 15 EX215-54-37AH Core i3 11th Gen 15.6"" FHD Laptop",To be announced,Out Of Stock,Acer,"['MPN: NX.EGJSI.001', 'Model: Extensa 15 EX215-54-37AH', 'Processor: Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz)', 'Memory: 4 GB DDR4 SDRAM Storage: 1TB 2.5-inch 5400RPM HDD', 'Display: 15.6"" FHD (1920 x 1080) Display', 'Features: Dual speakers, WebCam']",Intel,Core i3-1115G4 Processor,15.6 Inch,4GB,DDR4,1TB
"Asus VivoBook 15 X515FA Core i3 10th Gen 15.6"" FHD Laptop",To be announced,Out Of Stock,Asus,"['MPN: EJ223W', 'Model: VivoBook 15 X515FA', 'Processor: Intel Core i3-10110U (4M Cache, 2.10 GHz up to 4.10 GHz)', 'RAM: 4GB DDR4, Storage: 1TB HDD', 'Display: 15.6"" FHD (1920 x 1080)', 'Features: Backlit Keyboard, Type-C']",Intel,Core i3-10110U,15.6-inch,4GB (Onboard),DDR4,1TB
"Asus VivoBook 14 X415FA Core i3 10th Gen 14"" FHD Laptop",To be announced,Out Of Stock,Asus,"['MPN: EK120W', 'Model: VivoBook 14 X415FA', 'Processor: Intel Core i3 10110U (4MB Cache, 2.1Ghz up to 4.1Ghz)', 'Memory: 4GB DDR4 RAM Storage: 1TB SATA HDD', 'Display: 14.0"" FHD (1920X1080)', 'Features: Backlit Keyboard, Type-C']",Intel,Core i3 10110U,14.0 Inch,4GB (On Board),DDR4,1TB
"Acer Extensa 15 EX215-54-34SE Core i3 11th Gen 15.6"" FHD Laptop",To be announced,Out Of Stock,Acer,"['MPN: NX.EGJSI.00B', 'Model: Extensa 15 EX215-54-34SE', 'Processor: Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz)', 'RAM: 4 GB DDR4 SDRAM, Storage: 1TB 2.5"" 5400RPM HDD', 'Display: 15.6"" FHD (1920 x 1080)', 'Features: 100-/101-/104- key FineTip keyboard, Windows 11 Home']",Intel,Core i3 10110U,14.0 Inch,4GB (On Board),DDR4,1TB
"Asus VivoBook 15 R565FA Core i3 10th Gen 15.6"" HD Laptop",To be announced,Out Of Stock,Asus,"['MPN: BR221W', 'Model: VivoBook 15 R565FA', 'Processor: Intel Core i3-10110U (4M Cache, 2.10 GHz up to 4.10 GHz)', 'RAM: 4GB 3200MHz RAM, Storage: 1TB 5400 RPM SATA HDD', 'Display: 15.6"" HD (1366x768)', 'Features: Chiclet Keyboard, Type-C']",Intel,Core i3-10110U,15.6-inch,4GB (Onboard),DDR4,1TB
"Asus VivoBook 14 X415FA Core i3 10th Gen 256GB SSD 14"" FHD Laptop",To be announced,Out Of Stock,Asus,"['MPN: EK127W-X415FA', 'Model: VivoBook 14 X415FA', 'Processor: Intel Core i3 10110U (4MB Cache, 2.1Ghz up to 4.1Ghz)', 'RAM: 4GB DDR4 RAM, Storage: 256GB SSD', 'Display: 14"" FHD (1920x1080)', 'Features: Backlit Keyboard, Type-C']",Intel,Core i3 10110U,14.0 Inch,4GB (On Board),DDR4,256GB SSD
"Dell Vostro 15 3500 Core i3 11th Gen 15.6"" FHD Laptop with 3 Years Warranty",To be announced,Out Of Stock,Dell,"['MPN: BULLSEYEV15TGL21056003', 'Model: Vostro 15 3500', 'Processor: Intel Core i3-1115G4 (6MB Cache, 3.0 GHz up to 4.10 GHz)', 'RAM: 4GB DDR4, Storage: 1TB SATA HDD', 'Display: 15.6"" FHD (1920x1080)', 'Features: 2 W Dual stereo speakers, HD Webcam']",Intel,Core i3-1115G4,15.6-inch,4 GB (4x1),DDR4,1TB
"ASUS VivoBook 15 X515JA Core i3 10th Gen 15.6"" FHD Laptop",To be announced,Out Of Stock,Asus,"['MPN: BQ3550-X515JA', 'Model: VivoBook 15 X515JA', 'Processor: Intel Core i3-1005G1 (4M Cache,1.20 GHz up to 3.40 GHz)', 'RAM: 4GB DDR4, Storage: 1TB HDD', 'Display: 15.6"" FHD LED', 'Features: Backlit Keyboard, Type-C']",Intel,Core i3-1005G1,15.6 Inch,4GB (Onboard),DDR4,1TB
Acer Aspire 3 A315-23 Ryzen 3 3250U 8GB RAM 15.6'' FHD Laptop,To be announced,Out Of Stock,Acer,"['MPN: UN.HVTSI.013', 'Model: Acer Aspire 3 A315-23', 'Processor: AMD Ryzen 3 3250U (2.6 GHz up to 3.5 GHz,4MB cache, 2 cores)', 'RAM: 8GB DDR4, Storage: 256GB SSD', 'Display: 15.6"" FHD (1920x1080)', 'Features: Stereo Speaker, HD webcam']",AMD,Ryzen 3 3250U,15.6,8GB,DDR4,256GB
"Acer Extensa 15 EX215-23 AMD Ryzen 3 7320U 15.6"" Laptop",To be announced,Out Of Stock,Acer,"['Model: EX215-23', 'Processor: AMD Ryzen 3 7320U Quad-Core', 'RAM: 8GB LPDDR5 Storage: 256 GB SSD', 'Display: 15.6"" FHD (1920 x 1080)', 'Features: Type-C, ComfyView']",AMD,Ryzen 3 7320U,15.6 Inch,8GB,DDR5,256 GB
"Lenovo IdeaPad Slim 3i Core i3 10th Gen 15.6"" FHD Laptop",To be announced,Out Of Stock,Lenovo,"['MPN: 81WE01P2IN', 'Model: IdeaPad Slim 3i', 'Processor: Intel Core i3-1005G1 (4M Cache,1.20 GHz up to 3.40 GHz)', 'RAM: 4GB DDR4 2666Mhz , Storage: 256GB SSD', 'Display: 15.6"" FHD (1920x1080)', 'Features: 2x 1.5W speakers, Dolby Audio']",Intel,Core i3-1005G1,15.6 Inch,4GB,DDR4,256GB
"Acer Aspire 3 A315-58 Core i3 1115G4 11th Gen 15.6"" FHD Laptop",To be announced,Out Of Stock,Acer,"['MPN: UN.ADDSI.066', 'Model: Aspire 3 A315-58', 'Processor: Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz)', 'RAM: 8GB DDR4, Storage: 256GB SSD', 'Display: 15.6"" FHD (1920 x 1080) LED', 'Features: HD Camera, ComfyView Display']",Intel,Core i3-1115G4,15.6 Inch,8GB,DDR4,256GB SSD
"ASUS VivoBook 15 X515JA Core i3 10th Gen 8GB RAM 15.6"" FHD Laptop",To be announced,Out Of Stock,Asus,"['MPN: BQ3551-X515JA', 'Model: VivoBook 15 X515JA', 'Processor: Intel Core i3-1005G1 (4M Cache,1.20 GHz up to 3.40 GHz)', 'RAM: 8GB DDR4, Storage: 1TB HDD', 'Display: 15.6"" FHD LED', 'Features: SonicMaster, Type-C']",Intel,Core i3-1005G1,15.6 Inch,8GB,DDR4,1TB
"Dell Vostro 14 3400 Core i3 11th Gen 14"" HD Laptop",To be announced,Out Of Stock,Dell,"['MPN: BULLSEYEV14TGL21054001', 'Model: Vostro 14 3400', 'Processor: Intel Core i3-1115G4 (6MB Cache, 3.0 GHz up to 4.10 GHz)', 'RAM: 4GB DDR4, Storage: 1TB SATA HDD', 'Display: 14.0-inch HD (1366 x 768)', 'Features: Backlit Keyboard, HD Webcam']",Intel,Core i3-1115G4,14 inch,4 GB,DDR4,1TB
"Lenovo IdeaPad 1 15ADA7 AMD Ryzen 3 3250U 15.6"" FHD Laptop",To be announced,Out Of Stock,Lenovo,"['MPN: 82R1004WIN', 'Model: IdeaPad 1 15ADA7', 'Processor: AMD Ryzen 3 3250U (2.6 GHz up to 3.5 GHz)', 'RAM: 8GB 2400MHz, Storage: 512GB SSD', 'Display: 15.6"" FHD (1920X1080)', 'Features: Type-C, Privacy shutter']",AMD,Ryzen 3 3250U,"15.6""",8GB (4GB Onboard + 4GB),DDR4,512GB
Chuwi UBook X Core i5 12'' Tablet PC With Windows 11,To be announced,Out Of Stock,Chuwi,"['Model: UBook X', 'Intel Core i5 10210Y 14nm', '12"" IPS (2160 x 1440) Display', 'RAM: 8GB; Storage: 256GB', 'Battery: 4500mAh; Network: 5G']",AMD,Ryzen 3 3250U,"15.6""",8GB,DDR4,512GB
"Acer TravelMate TMP215-53 Core i3 11th Gen 15.6"" FHD Laptop",To be announced,Out Of Stock,Acer,"['MPN: NX.VPVSI.007', 'Model: TravelMate TMP215-53', 'Processor: Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz)', 'RAM: 4GB 2400MHz, Storage: 1TB HDD', 'Display: 15.6"" IPS Full HD', 'Features: Fingerprint, Type-C']",Intel,Core i3-1115G4,15.6 Inch,4GB,DDR4,1TB
"Xiaomi RedmiBook 15 Core i3 11th Gen 15.6"" FHD Laptop",To be announced,Out Of Stock,XIAOMI,"['Model: RedmiBook 15', 'Processor: Intel Core i3-1115G4 (6M Cache, Up to 4.10 GHz)', 'RAM: 8GB DDR4 RAM, Storage: 256GB NVMe SSD', 'Display: 15.6"" FHD (1920x1080) Backlit Display', 'Features: In-built microphone']",Intel,Core i3-1115G4,15.6 Inch,8GB,DDR4,256GB
"ASUS VivoBook 15 X515JA Core i3 10th Gen 512GB SSD 15.6"" FHD Laptop",To be announced,Out Of Stock,Asus,"['MPN: EJ3771W-X515JA', 'Model: VivoBook 15 X515JA', 'Processor: Intel Core i3-1005G1 (4M Cache,1.20 GHz up to 3.40 GHz)', 'RAM: 4GB DDR4, Storage: 512G PCIE G3 SSD', 'Display: 15.6"" FHD (1920x1080)', 'Features: SonicMaster, Type-C']",Intel,Core i3-1005G1,15.6 Inch,4GB (Onboard),DDR4,512GB
"Acer Aspire Lite AL15-51 Core i3 11th Gen 15.6"" FHD Laptop",To be announced,Out Of Stock,Acer,"['MPN: UN.431SI.326', 'Model: Aspire Lite AL15-51', 'Processor: Intel Core i3 1115G4 (6M Cache, 3.0GHz up to 4.10GHz)', 'RAM: 8GB DDR4, Storage: 512GB SSD', 'Display: 15.6"" FHD (1920x1080)', 'Features: Stereo Speaker, Type-C']",Intel,Core i3 1115G4,15.6 Inch,8GB,DDR4,512GB
"ASUS VivoBook 15 X515EA Core i3 11th Gen 15.6"" FHD WV Laptop",To be announced,Out Of Stock,Asus,"['MPN: BQ2315W', 'Model: VivoBook 15 X515EA', 'Processor: Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz)', 'RAM: 4GB DDR4 , Storage: 1TB HDD', 'Display: 15.6"" FHD WV (1920X1080)', 'Features: Built-in speaker, Type-C']",Intel,Core i3-1115G4,15.6-inch,4GB (Onboard),DDR4,1TB
"Microsoft Surface Go 2 Pentium Gold 4GB RAM 64GB SSD 10.5"" Touch Laptop",To be announced,Out Of Stock,Microsoft,"['MPN: STV-00007', 'Model: Surface Go 2', 'Processor: Intel Pentium Gold 4425Y (2M Cache, 1.70 GHz)', 'RAM: 4GB Storage: 64GB eMMC SSD', 'Display: 10.5"" PixelSense Touch Screen', 'Features: Type-C, Dolby Audio']",Intel,Pentium Gold Processor 4425Y,10.5 Inch,4GB,DDR4,64GB
"Acer Aspire 3 A315-58 Core i3 11th Gen 512GB SSD 15.6"" FHD Laptop",To be announced,Out Of Stock,Acer,"['MPN: UN.ADDSI.094', 'Model: Aspire 3 A315-58', 'Processor: Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz)', 'RAM: 8GB DDR4, Storage: 512GB SSD', 'Display: 15.6"" FHD (1920 x 1080) LED', 'Features: HD Camera, ComfyView Display']",Intel,Core i3-1115G4,15.6 Inch,8GB,DDR4,512GB SSD
"Dell Latitude 15-3520 Core i3 1115G4 15.6"" HD Laptop",To be announced,Out Of Stock,Dell,"['Model: Latitude 15-3520', 'Processor: Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz)', 'RAM: 4GB DDR4, Storage: 1TB HDD', 'Display: 15.6"" HD (1366 x 768)', 'Features: HD 720P Webcam, Type-C']",Intel,Core i3-1115G4,15.6 Inch,4GB,DDR4,1TB
"Lenovo IdeaPad Slim 3i Core i3 11th Gen 1TB HDD 15.6"" FHD Laptop",To be announced,Out Of Stock,Lenovo,"['MPN: 82H8034UIN', 'Model: IdeaPad Slim 3i', 'Processor: Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz)', 'RAM: 8GB DDR4, Storage: 1TB HDD', 'Display: 15.6"" FHD LED (1920 x 1080)', 'Feature: Backlight keyboard, Type-C']",Intel,Core i3-1115G4,15.6 Inch,8GB,DDR4,1TB HDD
"Lenovo IdeaPad Slim 3i Core i3 11th Gen 14"" FHD Laptop",To be announced,Out Of Stock,Lenovo,"['MPN: 82H701KAIN', 'Model: IdeaPad Slim 3i', 'Processor: Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz)', 'RAM: 8GB RAM, Storage: 1TB HDD', 'Display: 14"" FHD (1920 x 1080)', 'Features: Backlight keyboard, Type-C']",Intel,Core i3,"14""",8GB,DDR4,1TB
"Lenovo V14 Core i3 11th Gen 256GB SSD 14"" FHD Laptop",To be announced,Out Of Stock,Lenovo,"['MPN: 82KA013JIN', 'Model: V14', 'Processor: Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz)', 'RAM: 4GB 3200Mhz, Storage: 1TB HDD + 256GB SSD', 'Display: 14"" FHD (1920 x 1080)', 'Features: Type-C']",Intel,Core i3-1115G4,14.0 Inch,4GB (Onboard),DDR4,1TB + 256GB SSD
