title,price,status,brand,shortDescription,processorBrand,processorModel,displaySize,ram,ramType,storageCapacity
"ASUS VivoBook 15 M515DA Ryzen 3 3250U 15.6"" HD Laptop","46,500৳",In Stock,Asus,"['MPN: BR1597W-M515DA', 'Model: VivoBook 15 M515DA', 'Processor: AMD Ryzen 3 3250U processor(2.6 Ghz up to 3.5 Ghz)', 'RAM: 4GB DDR4 RAM, Storage: 1TB HDD', 'Display: Display: 15.6"" HD (1366 x 768)', 'Features: Backlit Keyboard, Type-C']",AMD,Ryzen 3 3250U,"15.6""",4GB (On board),DDR4,1TB HDD
"HP 15s-eq1578AU AMD Athlon 3050U 15.6"" FHD Laptop","43,500৳47,500৳",In Stock,HP,"['MPN: 7K1K3PA', 'Model: 15s-eq1578AU', 'Processor: AMD Athlon Silver 3050U (2.3 GHz up to 3.2GHz)', 'RAM: 8GB DDR4, Storage: 256GB SSD', 'Display: 15.6"" FHD (1920 x 1080)', 'Features: Dual speakers, Type-C']",AMD,AMD Ryzen 3050U,"15.6""",8 GB,DDR4,256 GB
"ASUS VivoBook 15 M515DA Ryzen 3 3250U 8GB RAM 15.6"" HD Laptop","45,000৳47,900৳",In Stock,Asus,"['MPN: M515DA-BR1597WN', 'Model: VivoBook 15 M515DA', 'Processor: AMD Ryzen 3 3250U processor(2.6 Ghz up to 3.5 Ghz)', 'RAM: 8GB DDR4 RAM, Storage: 1TB HDD', 'Display: Display: 15.6"" HD (1366 x 768)', 'Features: Backlit Keyboard, Type-C']",AMD,Ryzen 3 3250U,"15.6""",8GB,DDR4,1TB HDD
"Chuwi MiniBook X Intel Celeron N5100 10.5"" FHD+ Touch Laptop","45,500৳47,900৳",In Stock,Chuwi,"['Model: Chuwi MiniBook X', 'Intel Celeron N5100 ( 1.1 GHz up to 2.8 GHz)', '12GB DDR4 Ram,512GB SSD', ""10.5'' FHD+ (1920 x 1200) IPS Display"", 'Backlit Keyboard, Multi-touch IPS']",AMD,Intel Celeron N5100,10.51 inches,12GB LPDDR4X,LPDDR4X,512GB SSD (built-in)
"ASUS VivoBook 15 D515DA Ryzen 3 3250U 15.6"" FHD Laptop with Windows 11","48,900৳",In Stock,Asus,"['MPN: EJ1576W-D515DA, EJ1577W-D515DA', 'Model: VivoBook 15 D515DA', 'Processor: AMD Ryzen 3 3250U (2.6 GHz up to 3.5 GHz)', 'RAM : 4GB DDR4 Storage: 512GB PCIE G3 SSD', 'Display: 15.6"" FHD (1920X1080)', 'Features: Chiclet keyboard, Type-C']",AMD,Ryzen 3 3250U,15.6 Inch,4GB (On Board),DDR4,512GB
"Lenovo IdeaPad Slim 3i 11th Gen Core i3 256GB SSD 15.6"" Full HD Laptop with Windows 11","51,400৳",In Stock,Lenovo,"['MPN: 82H801WHIN', 'Model: IdeaPad Slim 3i', 'Processor: Intel Core i3-1115G4 (6MB cache, 3.0 GHz upto 4.1 GHz)', 'RAM: 4GB 3200Mhz Storage: 256GB SSD', 'Display: 15.6"" FHD (1920x1080)', 'Features: Backlit Keyboard, Dolby Audio']",Intel,Core i3-1115G4,15.6 Inch,4GB,DDR4,256GB
"Lenovo IdeaPad Slim 3i Core i3 11th Gen 4GB RAM 15.6"" FHD Laptop","52,800৳",In Stock,Lenovo,"['MPN: 82H8023GIN', 'Model: IdeaPad Slim 3i', 'Processor: Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz)', 'RAM: 4GB RAM, Storage: 1TB HDD', 'Display: 15.6"" FHD (1920 x 1080)', 'Features: Backlight keyboard, Type-C']",Intel,Core i3,"15.6""",4GB,DDR4,1TB HDD
"Acer Aspire 3 A315-24P Ryzen 3 7320U 15.6"" FHD Laptop","49,500৳53,000৳",In Stock,Acer,"['MPN: UN.KDESI.027', 'Model: Aspire 3 A315-24P', 'Processor: AMD Ryzen 3 7320U (2.4GHz up to 4.1GHz, 4 cores)', 'RAM: 8GB DDR5, Storage: 512GB SSD', 'Display: 15.6"" FHD (1920x1080) TFT LCD', 'Features: Stereo Speaker, HD webcam']",AMD,Ryzen 3 7320U,15.6 Inch,8GB,DDR5,512GB
"Lenovo IdeaPad Slim 1 15AMN7 Ryzen 3 7320U 15.6"" FHD Laptop","53,400৳",In Stock,Lenovo,"['MPN: 82VG00ETIN', 'Model: IdeaPad Slim 1', 'Processor: AMD Ryzen 3 7320U (2.4GHz up to 4.1GHz, 4 cores)', 'Ram: 8GB DDR5, Storage: 512GB SSD', 'Display: 15.6"" FHD (1920x1080)', 'Features: Type-C, Dolby Audio']",AMD,Ryzen 3 7320U,15.6 Inch,8GB,DDR5,512GB SSD
"Lenovo IdeaPad Slim 3i Core i3 11th Gen 512GB SSD 15.6"" FHD Laptop","51,000৳53,500৳",In Stock,Lenovo,"['Model: IdeaPad Slim 3i', 'Processor: Intel Core i3-1115G4 (6MB cache, 3.0 GHz upto 4.1 GHz)', 'RAM: 4GB 3200Mhz, Storage: 512GB SSD', 'Display: 15.6"" FHD (1920 x 1080)', 'Features: Backlit Keyboard, Dolby Audio']",Intel,Core i3-1115G4,15.6 Inch,4GB,DDR4,512GB
"Walton Passion BX310U Core i3 10th Gen 15.6"" FHD Laptop","54,550৳",In Stock,Walton,"['Model: Passion BX310U', 'Processor: Intel Core i3 10110U (4MB Cache, 2.1GHz up to 4.1GHz)', 'RAM: 8GB 2666MHz, Storage: 512GB SSD', 'Display: 15.6"" FHD (1920 x 1080)', 'Features: Built-in array microphone, Type-C']",Intel,Core i3 10110U,15.6 inch,8GB,DDR4,512GB
"HP 250 G8 Core i3 11th Gen 15.6"" 4GB RAM 1TB HDD Laptop","51,000৳55,000৳",In Stock,HP,"['MPN: 4T085PA', 'Model: 250 G8', 'Processor: Intel Core i3-1115G4 (6MB Cache, 3.00 GHz up to 4.10 GHz)', 'RAM: 4GB DDR4 3200MHz, Storage: 1TB HDD', 'Display: 15.6"" FHD (1920 x 1080)', 'Features: Full-Size island-style keyboard, Type-C']",Intel,Core i3-1115G4,15.6 Inch,4GB,DDR4,1TB
"HP 15s-du3611TU Core i3 11th Gen 15.6"" FHD Laptop","55,500৳",In Stock,HP,"['MPN: 5B354PA', 'Model: 15s-du3611TU', 'Processor: Intel Core i3-1125G4 (8M Cache, 2.00 GHz up to 3.70 GHz, 4 cores, 8 threads)', 'RAM: 4GB DDR4 2666 MHz, Storage: 1TB HDD', 'Display: 15.6"" FHD (1920 x 1080)', 'Features: Silver keyboard, Type-C']",Intel,Core i3-1125G4,15.6 Inch,4 GB (1 x 4 GB Removable),DDR4,1 TB
"Lenovo IdeaPad Slim 3i Core i3 11th Gen 14"" FHD Laptop Abyss Blue","55,500৳",In Stock,Lenovo,"['MPN: 82H701KBIN', 'Model: IdeaPad Slim 3i', 'Processor: Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz)', 'RAM: 8GB RAM, Storage: 1TB HDD', 'Display: 14"" FHD (1920 x 1080)', 'Features: Backlight keyboard, Type-C']",Intel,Core i3,"14""",8GB,DDR4,1TB
"HP 255 G8 Ryzen 3 5300U 15.6"" FHD Laptop","55,800৳",In Stock,HP,"['MPN: 5C138PA', 'Model: 255 G8', 'Processor: AMD Ryzen 3 5300U (4MB L3 Cache, 2.6GHz up to 3.8GHz)', 'RAM: 8GB DDR4, Storage: 1TB HDD', 'Display: 15.6"" FHD (1920 x 1080)', 'Features: Dual speakers, Type-C']",AMD,Ryzen 3 5300U,"15.6""",8GB,DDR4,1TB
"MSI Modern 14 C11M Core i3 11th Gen 14"" FHD Laptop","53,000৳56,000৳",In Stock,MSI,"['MPN: 9S7-14J312-070', 'Model: Modern 14 C11M', 'Processor: Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz)', 'RAM: 8GB DDR4 3200MHz, Storage: 512GB SSD', 'Display: 14"" FHD (1920 x 1080)', 'Features: Backlit Keyboard, Type-C']",Intel,Core i3-1115G4,14 Inch,8GB (Onboard),DDR4,512GB
"Lenovo IdeaPad Slim 3i 14IAU7 Core i3 12th Gen 14"" FHD Laptop","56,500৳",In Stock,Lenovo,"['MPN: 82RJ009XIN', 'Model: IdeaPad Slim 3i 14IAU7', 'Processor: Intel Core i3-1215U (10M Cache, 3.3 GHz up to 4.4 GHz)', 'RAM: 8GB DDR4, Storage: 256GB SSD', 'Display: 14"" FHD (1920 x 1080)', 'Features: Type-C, Stereo Speakers']",Intel,Core i3-1215U,"14""",8GB Soldered,DDR4,256GB
"Lenovo IdeaPad Slim 3i 14IAU7 Core i3 12th Gen 14"" FHD Laptop Misty Blue","56,500৳",In Stock,Lenovo,"['MPN: 82RJ00C6IN', 'Model: IdeaPad Slim 3i 14IAU7', 'Processor: Intel Core i3-1215U (10M Cache, 3.3 GHz up to 4.4 GHz)', 'RAM: 8GB DDR4, Storage: 256GB SSD', 'Display: 14"" FHD (1920 x 1080)', 'Features: Type-C, Stereo Speakers']",Intel,Core i3-1215U,"14""",8GB Soldered,DDR4,256GB
"Lenovo IdeaPad SLIM 3i Intel Core i3 12th Gen 14"" FHD Laptop","56,500৳",In Stock,Lenovo,"['MPN: 82RJ00E5IN', 'Model: IdeaPad SLIM 3i', 'Processor: Intel Core i3-1215U (10M Cache, up to 4.40 GHz)', 'RAM: 8GB 3200Mhz, Storage: 256GB SSD', 'Display: 14"" FHD (1920 x 1080)', 'Features: Camera Privecy Shutter, Stereo speakers']",Intel,Core i3-1215U,14 Inch,8GB,DDR4,256GB
"HP 250 G8 Core i3 11th Gen 256GB SSD 15.6"" FHD Laptop","53,000৳56,500৳",In Stock,HP,"['MPN: 4T085PA', 'Model: 250 G8', 'Processor: Intel Core i3-1115G4 (6MB Cache, 3.00 GHz up to 4.10 GHz)', 'RAM: 8GB DDR4 3200MHz, Storage: 256GB SSD + 1TB HDD', 'Display: 15.6"" FHD (1920 x 1080) IPS', 'Features: Full-size island-style keyboard, Type-C']",Intel,Core i3-1115G4,15.6 Inch,8GB,DDR4,256GB SSD & 1TB HDD
"Acer A315-59-390P Core i3 12th Gen 15.6"" FHD Laptop","57,000৳",In Stock,Acer,"['MPN: NX.K6TSI.00A', 'Model: A315-59-390P', 'Processor: Intel Core i3-1215U (10M Cache, 3.30 GHz, up to 4.40 GHz)', 'RAM: 8GB DDR4, Storage: 512GB SSD', 'Display: 15.6"" FHD (1920x1080) TFT LCD', 'Features: Stereo Speaker, HD webcam']",Intel,Core i3-1215U,15.6 Inch,8GB,DDR4,512GB
"Acer Aspire 3 A315-59-34TO Core i3 12th Gen 15.6"" FHD Laptop","57,500৳",In Stock,Acer,"['MPN: NX.K6VSI.005', 'Model: Aspire 3 A315-59-34TO', 'Processor: Intel Core i3-1215U (10M Cache, 3.30 GHz, up to 4.40 GHz)', 'RAM: 8GB DDR4, Storage: 512GB SSD', 'Display: 15.6"" FHD (1920x1080) TFT LCD', 'Features: Stereo Speaker, HD webcam']",Intel,Core i3-1215U,15.6 Inch,8GB,DDR4,512GB
"Acer Aspire 3 A315-59-39P4 Core i3 12th Gen 15.6"" FHD Laptop","57,500৳",In Stock,Acer,"['MPN: NX.K6USI.001', 'Model: Aspire 3 A315-59-39P4', 'Processor: Intel Core i3-1215U (10M Cache, 3.30 GHz, up to 4.40 GHz)', 'RAM: 8GB DDR4, Storage: 512GB SSD', 'Display: 15.6"" FHD (1920x1080) TFT LCD', 'Features: Stereo Speaker, HD webcam']",Intel,Core i3-1215U,15.6 Inch,8GB,DDR4,512GB
"Lenovo IdeaPad Slim 3i 14ITL6 Core i3 11th Gen 512GB SSD 14"" FHD Laptop","57,500৳",In Stock,Lenovo,"['MPN: 82H701R6IN', 'Model: IdeaPad Slim 3i 14ITL6', 'Processor: Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz)', 'RAM: 8GB RAM, Storage: 512GB SSD', 'Display: 14"" FHD (1920 x 1080)', 'Features: Type-C, Stereo Speakers']",Intel,Core i3-1115G4,14-inch,8GB Soldered DDR4-3200,DDR4,512GB
"Acer Aspire 3 A315-59-332B Core i3 12th Gen 15.6"" FHD Laptop","57,500৳",In Stock,Acer,"['MPN: UN.K6TSI.024', 'Model: Aspire 3 A315-59-332B', 'Processor: Intel Core i3-1215U (10M Cache, 3.30 GHz, up to 4.40 GHz)', 'RAM: 8GB DDR4, Storage: 512GB SSD', 'Display: 15.6"" FHD (1920x1080)', 'Features: Stereo Speaker, Built-In Microphones']",Intel,Core i3-1215U,15.6 Inch,8GB,DDR4,512GB
"Acer Aspire 3 A315-24P Ryzen 5 7520U 15.6"" FHD Laptop","54,000৳58,000৳",In Stock,Acer,"['MPN: UN.KDESI.026', 'Model: Aspire 3 A315-24P', 'Processor: AMD Ryzen 5 7520U (2.8 GHz up to 4.3 GHz)', 'RAM: 8GB DDR5, Storage: 512GB SSD', 'Display: 15.6"" FHD (1920x1080) TFT LCD', 'Features: Stereo Speaker, Type-C']",AMD,Ryzen 5 7520U,15.6 Inch,8GB onboard,DDR5,512GB
"Infinix INBook Y2 Plus Core i5 11th Gen 15.6"" FHD Laptop","58,000৳58,990৳",In Stock,Infinix,"['Model: INBook Y2 Plus', 'Processor: Intel Core i5-1155G7 (8M Cache, 2.50 GHz up to 4.50 GHz)', 'RAM: 8GB DDR4, Storage: 512GB SSD', 'Display: 15.6"" FHD (1920 x 1080)', 'Features: FHD WebCam, Type-C Charging']",Intel,Core i5-1155G7,15.6 Inch,8GB,DDR4,512 GB
"Lenovo V15 Gen 3 Core i3 12th Gen 15.6"" FHD Laptop","59,500৳",In Stock,Lenovo,"['MPN: 82TTA05GIN', 'Model: Lenovo V15 Gen 3', 'Processor: Intel Core i3-1215U (10M Cache, up to 4.40 GHz)', 'RAM: 8GB DDR4, SSD: 512GB M.2 NVMe PCIe Gen4', 'Display: 15.6"" FHD (1920 x 1080), 60Hz', 'Features: Wi-Fi 6, Camera Shutter']",Intel,Core i3-1215U,15.6 Inch,8GB (On-Board),DDR4,512GB
"Lenovo IdeaPad SLIM 3i Intel Core i3 12th Gen 15.6"" FHD Laptop","59,500৳",In Stock,Lenovo,"['MPN: 82RK0123IN', 'Model: IdeaPad SLIM 3i', 'Processor: Intel Core i3-1215U (10M Cache, up to 4.40 GHz)', 'RAM: 8GB 3200Mhz, Storage: 512GB SSD', 'Display: 15.6"" FHD (1920 x 1080)', 'Features: Camera Privacy Shutter, Stereo speakers']",Intel,Core i3-1215U,15.6 Inch,8GB Soldered DDR4-3200,DDR4,512GB
"Lenovo IdeaPad 3i 14IAU7 Core i3 12th Gen 14"" FHD Laptop","59,500৳",In Stock,Lenovo,"['MPN: 82RJ00E3IN', 'Model: IdeaPad 3i 14IAU7', 'Processor: Intel Core i3-1215U (10M Cache, up to 4.40 GHz)', 'RAM: 8GB DDR4 3200Mhz, Storage: 512GB SSD', 'Display: 14"" FHD (1920 x 1080)', 'Features: Camera Privecy Shutter, Stereo speakers']",Intel,Core i3-1215U,14 Inch,8GB,DDR4,512GB
"HUAWEI MateBook B3-520 Core i3 11th Gen 15.6"" FHD Laptop","59,800৳",In Stock,HUAWEI,"['Model: MateBook B3-520', 'Processor: Intel Core i3-1115G4 (6MB Cache, 3.00 GHz, up to 4.10 GHz)', 'RAM: 8GB LPDDR4X, Storage: 256GB SSD', 'Display: 15.6"" FHD (1920 x 1080) IPS', 'Features: Fingerprint, Pop-up Camera, Type-C']",Intel,Core i3-1115G4,15.6 inch,8GB,LPDDR4X,256 GB
"Acer Aspire 5 5P-A515-58P Core i3 13th Gen 15.6"" FHD Laptop","59,800৳",In Stock,Acer,"['MPN: NX.KHJSI.005', 'Model: Aspire 5 5P-A515-58P', 'Processor: Intel Core i3-1305U 13th Gen (10M Cache, Up to 4.50 GHz)', 'RAM: 8GB DDR5, Storage: 512GB SSD', 'Display: 15.6"" FHD (1920x1080) IPS', 'Features: Stereo Speakers, Built-In Microphones, Type-C']",Intel,Core i3-1305U,15.6 Inch,1x 8GB,LPDDR5,512 GB
"Avita Liber V14 Core i5 11th Gen 14"" FHD Laptop Soft Lavender","59,900৳",In Stock,AVITA,"['MPN: NS14A9BDF565N-SLA', 'Model: Liber V14', 'Processor: Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)', 'RAM: 8GB DDR4 RAM, Storage: 512GB SSD', 'Display: 14"" (1920 x 1080) FHD', 'Features: Island-type Keyboard, Type-C']",Intel,Core i5-1135G7,14 inch,8GB,DDR4,512GB
"Avita Liber V14 Core i5 11th Gen 14"" FHD Laptop Infinite Black","59,900৳",In Stock,AVITA,"['MPN: NS14A9BDF565N-IBA', 'Model: Liber V14', 'Processor: Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)', 'RAM: 8GB DDR4 RAM, Storage: 512GB SSD', 'Display: 14"" (1920 x 1080) FHD', 'Features: Island-type Keyboard, Type-C']",Intel,Core i5-1135G7,14 inch,8GB,DDR4,512GB
"Avita Liber V14 Core i5 11th Gen 14"" FHD Laptop Star Silver","59,900৳",In Stock,AVITA,"['MPN: NS14A9BDF565N-SSA', 'Model: Liber V14', 'Processor: Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)', 'RAM: 8GB DDR4 RAM, Storage: 512GB SSD', 'Display: 14"" (1920 x 1080) FHD', 'Features: Island-type Keyboard, Type-C']",Intel,Core i5-1135G7,14 inch,8GB,DDR4,512GB
"Avita Liber V14 Core i5 11th Gen 14"" FHD Laptop Aqua Blue","59,900৳",In Stock,AVITA,"['MPN: NS14A9BDF565N-ABC', 'Model: Liber V14', 'Processor: Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)', 'RAM: 8GB DDR4 RAM, Storage: 512GB SSD', 'Display: 14"" (1920 x 1080) FHD', 'Features: Island-type Keyboard, Type-C']",Intel,Core i5-1135G7,14 inch,8GB,DDR4,512GB
"Avita Liber V14 Core i5 11th Gen 14"" FHD Laptop Anchor Grey","59,900৳",In Stock,AVITA,"['MPN: NS14A9BDF565N-AGA', 'Model: Liber V14', 'Processor: Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)', 'RAM: 8GB DDR4 RAM, Storage: 512GB SSD', 'Display: 14"" (1920 x 1080) FHD', 'Features: Island-type Keyboard, Type-C']",Intel,Core i5-1135G7,14 inch,8GB,DDR4,512GB
"Avita Liber V14 Core i5 11th Gen 14"" FHD Laptop Golden Matt Black","59,900৳",In Stock,AVITA,"['MPN: NS14A9BDF565N-PAF', 'Model: Liber V14', 'Processor: Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)', 'RAM: 8GB DDR4 RAM, Storage: 512GB SSD', 'Display: 14"" (1920 x 1080) FHD', 'Features: Island-type Keyboard, Type-C']",Intel,Core i5-1135G7,14 inch,8GB,DDR4,512GB
"Avita Liber V14 Core i5 11th Gen 14"" FHD Laptop Flowers on Yellow","59,900৳",In Stock,AVITA,"['MPN: NS14A9BDF565N-PAB', 'Model: Liber V14', 'Processor: Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)', 'RAM: 8GB DDR4 RAM, Storage: 512GB SSD', 'Display: 14"" (1920 x 1080) FHD', 'Features: Island-type Keyboard, Type-C']",Intel,Core i5-1135G7,14 inch,8GB,DDR4,512GB
"Avita Liber V14 Core i5 11th Gen 14"" FHD Laptop Iris on Ruby","59,900৳",In Stock,AVITA,"['MPN: NS14A9BDF565N-PAC', 'Model: Liber V14', 'Processor: Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)', 'RSM: 8GB DDR4 RAM, Storage: 512GB SSD', 'Display: 14"" (1920 x 1080) FHD', 'Features: Island-type Keyboard, Type-C']",Intel,Core i5-1135G7,14 inch,8GB,DDR4,512GB
"Avita Liber V14 Core i5 11th Gen 14"" FHD Laptop Paisley on Lilac","59,900৳",In Stock,AVITA,"['MPN: NS14A9BDF565N-PAH', 'Model: Liber V14', 'Processor: Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)', 'RAM: 8GB DDR4 RAM, Storage: 512GB SSD', 'Display: 14"" (1920 x 1080) FHD', 'Features: Island-type Keyboard, Type-C']",Intel,Core i5-1135G7,14 inch,8GB,DDR4,512GB
"Avita Liber V14 Core i5 11th Gen 14"" FHD Laptop Snowflakes on Azure Blue","59,900৳",In Stock,AVITA,"['MPN: NS14A9BDF565N-PAE', 'Model: Liber V14', 'Processor: Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)', 'RAM: 8GB DDR4 RAM, Storage: 512GB SSD', 'Display: 14"" (1920 x 1080) FHD', 'Features: Island-type Keyboard, Type-C']",Intel,Core i5-1135G7,14 inch,8GB,DDR4,512GB
"Avita Liber V14 Core i5 11th Gen 14"" FHD Laptop Snowflakes on Mountain Blue","59,900৳",In Stock,AVITA,"['MPN: NS14A9BDF565N-PAI', 'Model: Liber V14', 'Processor: Intel Core i5-1135G7 (8M Cache, 2.40 GHz up to 4.20 GHz)', 'RAM: 8GB DDR4 RAM, Storage: 512GB SSD', 'Display: 14"" (1920 x 1080) FHD', 'Features: Island-type Keyboard, Type-C']",Intel,Core i5-1135G7,14 inch,8GB,DDR4,512GB
"MSI Modern 14 C12M Core i3 12th Gen 14"" FHD Laptop","56,500৳59,999৳",In Stock,MSI,"['MPN: 9S7-14J112-871-STL', 'Model: Modern 14 C12M', 'Processor: Intel Core i3-1215U (10M Cache, 3.30 GHz, up to 4.40 GHz)', 'RAM: 8GB 3200MHz, Storage: 512GB SSD', 'Display: 14"" FHD (1920 x 1080)', 'Feature: Backlit Keyboard, Type-C']",Intel,Core i3-1215U,14 Inch,8GB onboard,DDR4,512GB
"Walton Tamarind MX311G Core i3 11th Gen 14"" FHD Laptop","60,500৳",In Stock,Walton,"['Model: Tamarind MX311G', 'Processor: Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz)', 'RAM: 8GB 3200MHz, Storage: 512GB SSD', 'Display: 14"" FHD (1920 x 1080)', 'Features: Backlit Keyboard, Type-C']",Intel,Core i3-1115G4,14.0 Inch,8GB,DDR4,512GB
"Asus Vivobook S15 S513EA Core i3 11th Gen 4GB RAM 15.6"" OLED FHD Laptop","61,000৳",In Stock,Asus,"['MPN: L13199W-S513EA', 'Model: Vivobook S15 S513EA', 'Processor: Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz)', 'RAM: 4GB DDR4, Storage: 512G SSD', 'Display: 15.6"" OLED FHD', 'Features: Backlit Keyboard, Fingerprint, Type-C']",Intel,Core i3-1115G4,15.6-inch,4GB,DDR4,512GB
"Lenovo IdeaPad 1 14AMN7 AMD Ryzen 5 14"" FHD Laptop with DDR5 RAM","61,000৳",In Stock,Lenovo,"['MPN: 82VF004DIN', 'Model: IdeaPad 1 14AMN7', 'Processor: AMD Ryzen 5 7520U (2.8 GHz up to 4.3 GHz)', 'RAM: 8GB DDR5 5500MHz, Storage: 256GB SSD', 'Display: 14"" FHD (1920X1080)', 'Features: Type-C, Privacy shutter']",AMD,Ryzen 5 7520U,"14""",8GB (On Board),DDR5,256GB
"Acer Aspire Lite AL15-41 AMD Ryzen 5 5500U 15.6"" FHD Laptop","61,000৳",In Stock,Acer,"['MPN: UN.431SI.328', 'Model: Aspire Lite AL15-41 AMD Ryzen 5', 'Processor: Ryzen 5 5500U (11M Cache, 2.10GHz)', 'RAM: 8GB DDR4, Storage: 512GB SSD', 'Display: 15.6"" FHD (1920x1080)', 'Features: Stereo Speaker, Type-C']",AMD,Ryzen 5 5500U,15.6 Inch,8GB,DDR4,512GB
"Chuwi CoreBook XPro Intel core i3 15.6"" FHD Laptop","59,900৳",In Stock,Chuwi,"['Model: CoreBook XPro', 'Intel Core i3-1215U (4M Cache, up to 4.4G)', '16GB DDR4 RAM', '512GB SSD', '15.6 Inch (1920 x 1080) IPS Display']",Intel,Core i3-1215U,15.6 inch,16GB,DDR4,512GB
"Lenovo IdeaPad 1 14AMN7 AMD Ryzen 5 14"" FHD Sand Laptop","61,000৳",In Stock,Lenovo,"['MPN: 82VF008YIN', 'Model: IdeaPad 1 14AMN7', 'Processor: AMD Ryzen 5 7520U (2.8 GHz up to 4.3 GHz)', 'RAM: 8GB DDR5 5500MHz, Storage: 256GB SSD', 'Display: 14"" FHD (1920X1080)', 'Features: Type-C, Privacy shutter']",AMD,Ryzen 5 7520U,"14""",8GB (On Board),DDR5,256GB
"Acer Aspire Lite AL15-51 Core i5 11th Gen 15.6"" FHD Laptop","59,500৳61,500৳",In Stock,Acer,"['MPN: UN.431SI.327', 'Model: Aspire Lite AL15-51', 'Processor: Intel Core i5-1155G7 (8M Cache, 2.50 GHz up to 4.50 GHz)', 'RAM: 8GB DDR4, Storage: 512GB SSD', 'Display: 15.6"" FHD (1920x1080)', 'Features: Stereo Speaker, Type-C']",Intel,Core i5 1155G7,15.6 Inch,8GB,DDR4,512GB
"Infinix INBook X2 Core i5 11th Gen 14"" FHD Laptop","61,000৳61,990৳",In Stock,Infinix,"['Model: INBook X2', 'Processor: Intel Core i5-1155G7 (8M Cache, 2.50 GHz up to 4.50 GHz)', 'RAM: 8GB DDR4, Storage: 512GB SSD', 'Display: 14"" FHD (1920 x 1080)', 'Features: FHD WebCam, Type-C Charging']",Intel,Core i5-1155G7,15.6 Inch,8GB,DDR4,512 GB
"Lenovo IdeaPad 1 15AMN7 AMD Ryzen 5 15.6"" FHD Laptop with DDR5 RAM","62,000৳",In Stock,Lenovo,"['MPN: 82VG008YIN', 'Model: IdeaPad 1 15AMN7', 'Processor: AMD Ryzen 5 7520U (2.8 GHz up to 4.3 GHz)', 'RAM: 8GB DDR5 5500MHz, Storage: 256GB SSD', 'Display: 15.6"" FHD (1920X1080)', 'Features: Type-C']",AMD,Ryzen 5 7520U,"15.6""",8GB (On Board),DDR5,256GB
"Acer Chromebook 514 CB514-1W Core i3 11th Gen 14"" HD Chromebook","62,000৳",In Stock,Acer,"['MPN: NX.ATZSI.004', 'Model: Chromebook 514 CB514-1W', 'Processor: Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz)', 'RAM: 8GB LPDDR4X, Storage: 128GB SSD', 'Display: 14"" HD (1280 x 720) IPS', 'Features: ChromeOS, Type-C']",Intel,Core i3-1115G4,14 Inch,8GB,LPDDR4X,128GB
"Acer TravelMate TMP214-54 Core i3 12th Gen 14"" FHD Laptop","59,000৳62,000৳",In Stock,Acer,"['MPN: NX.VV9SI.00A', 'Model: TravelMate TMP214-54', 'Processor: Intel Core i3-1215U (10M Cache, up to 4.40 GHz)', 'RAM: 8GB DDR4, Storage: 1TB HDD', 'Display: 14"" FHD (1920 x 1080)', 'Features: Spill-resistant keyboard, Type-C']",Intel,Core i3-1215U,14 Inch,8GB,DDR4,1TB
"Asus VivoBook Go 15 E1504FA Ryzen 3 7320U 15.6"" FHD Laptop","62,000৳",In Stock,Asus,"['MPN: E1504FA-BQ371W', 'Model: VivoBook Go 15 E1504FA', 'Processor: AMD Ryzen 3 7320U (2.4GHz up to 4.1GHz, 4 cores)', 'RAM: 8GB DDR5, Storage: 512GB SSD', 'Display: 15.6"" FHD (1920x1080)', 'Features: Backlit Chiclet Keyboard, Type-C']",AMD,Ryzen 3 7320U,15.6 Inch,8GB (On Board),DDR5,512GB
